date,open,high,low,close,volume,hold,settle,symbol
2024-08-19,577.0,578.22,572.22,575.62,90480,156141,575.1,AU2412
2024-08-20,573.52,576.96,572.48,576.2,49433,159503,574.98,AU2412
2024-08-21,580.02,580.62,573.68,578.0,60020,160937,577.78,AU2412
2024-08-22,577.0,578.44,573.84,576.32,48311,161816,575.94,AU2412
2024-08-23,575.9,575.9,569.66,574.42,52009,163273,572.96,AU2412
2024-08-26,575.98,578.3,574.26,577.98,64829,168142,576.58,AU2412
2024-08-27,579.06,579.96,575.8,577.9,52643,170332,577.68,AU2412
2024-08-28,577.5,579.68,575.88,577.1,56235,171053,577.84,AU2412
2024-08-29,575.5,579.0,574.72,576.94,54423,172305,577.52,AU2412
2024-08-30,575.32,578.9,574.72,575.9,68060,174758,576.58,AU2412
2024-09-02,576.42,576.42,570.88,572.62,75890,176563,573.26,AU2412
2024-09-03,574.14,574.6,571.82,573.82,39952,174889,573.48,AU2412
2024-09-04,573.52,574.0,568.86,569.84,75988,175283,571.1,AU2412
2024-09-05,570.52,574.2,569.48,573.72,76126,174323,571.86,AU2412
2024-09-06,575.5,576.0,573.1,575.54,61172,175550,574.86,AU2412
2024-09-09,576.04,576.4,568.96,571.0,112107,175560,572.44,AU2412
2024-09-10,573.7,575.38,571.92,575.08,65093,178244,574.02,AU2412
2024-09-11,576.5,578.36,573.66,577.9,88057,186009,576.34,AU2412
2024-09-12,574.58,577.56,573.8,577.0,80413,187866,575.68,AU2412
2024-09-13,579.94,586.9,577.84,585.44,135244,201257,583.4,AU2412
2024-09-18,586.32,587.52,584.4,584.78,41146,201485,585.7,AU2412
2024-09-19,585.58,589.2,581.3,583.88,129416,204531,584.32,AU2412
2024-09-20,584.82,591.0,584.54,590.62,157150,219641,587.0,AU2412
2024-09-23,592.58,596.32,589.68,595.14,219129,223747,593.08,AU2412
2024-09-24,595.36,597.36,593.0,594.24,215966,220256,595.72,AU2412
2024-09-25,594.2,601.88,593.78,598.74,221301,221276,0.0,AU2412
2024-09-26,599.72,601.96,598.84,599.9,167856,219750,600.3,AU2412
2024-09-27,601.84,602.3,597.02,599.42,210993,213152,599.68,AU2412
2024-09-30,600.02,600.2,593.82,596.72,218847,206127,596.62,AU2412
2024-10-08,598.0,599.8,595.8,596.22,104044,206129,597.9,AU2412
2024-10-09,597.94,598.2,588.02,588.56,244379,198181,591.52,AU2412
2024-10-10,590.54,591.18,587.32,590.7,157441,190664,589.5,AU2412
2024-10-11,592.28,599.46,591.48,597.38,192063,187991,595.12,AU2412
2024-10-14,597.38,604.4,597.18,603.3,170494,196568,600.34,AU2412
2024-10-15,601.0,603.96,599.3,603.64,165111,194569,601.74,AU2412
2024-10-16,603.46,612.0,603.18,611.98,230572,200322,607.52,AU2412
2024-10-17,612.8,615.16,610.24,614.26,216396,200204,612.8,AU2412
2024-10-18,613.88,622.88,613.18,619.06,322031,195366,618.26,AU2412
2024-10-21,619.14,626.08,617.72,625.82,250464,196470,622.12,AU2412
2024-10-22,627.34,628.38,621.0,626.5,254333,187431,625.3,AU2412
2024-10-23,627.42,630.44,625.54,629.96,227818,190448,627.92,AU2412
2024-10-24,628.72,628.72,617.84,624.54,351695,174608,622.52,AU2412
2024-10-25,625.14,626.66,620.84,624.72,238915,165430,623.76,AU2412
2024-10-28,624.3,627.8,621.88,626.58,238792,155368,624.92,AU2412
2024-10-29,625.14,631.88,624.7,631.8,196802,158500,628.82,AU2412
2024-10-30,630.8,639.48,630.04,638.62,238594,158290,635.04,AU2412
2024-10-31,637.6,639.3,633.72,635.66,263615,145777,636.54,AU2412
2024-11-01,633.86,634.0,624.18,629.72,323563,134619,628.72,AU2412
2024-11-04,630.38,632.76,623.22,625.38,258488,124428,627.82,AU2412
2024-11-05,625.5,626.78,621.4,625.02,175810,118123,624.58,AU2412
2024-11-06,624.8,630.94,622.1,624.06,291828,114178,626.96,AU2412
2024-11-07,621.66,622.0,610.7,611.32,362522,106746,614.4,AU2412
2024-11-08,613.2,619.6,613.0,615.48,254000,102812,616.28,AU2412
2024-11-11,617.72,621.9,614.3,615.78,236935,94539,618.18,AU2412
2024-11-12,613.0,613.98,604.62,605.66,249456,88984,608.0,AU2412
2024-11-13,604.1,607.16,602.54,604.46,188000,86127,604.9,AU2412
2024-11-14,604.9,606.1,592.22,593.1,252657,82207,600.4,AU2412
2024-11-15,592.48,597.18,592.12,593.3,190654,80118,594.64,AU2412
2024-11-18,594.6,602.42,593.1,600.6,214612,78833,597.44,AU2412
2024-11-19,602.14,610.12,601.7,609.84,156356,74960,605.78,AU2412
2024-11-20,612.54,613.56,608.22,610.6,172648,67112,611.16,AU2412
