date,open,high,low,close,volume,hold,settle,symbol
2023-12-05,68140.0,68320.0,67550.0,67670.0,1281,7139,68000.0,CU2405
2023-12-06,67450.0,67760.0,67220.0,67750.0,1133,7566,67500.0,CU2405
2023-12-07,67710.0,67930.0,66900.0,67040.0,1388,7995,67310.0,CU2405
2023-12-08,67070.0,67690.0,67020.0,67620.0,879,8191,67400.0,CU2405
2023-12-11,67810.0,68440.0,67810.0,68030.0,1452,8265,68060.0,CU2405
2023-12-12,67800.0,67830.0,67480.0,67820.0,1614,8251,67710.0,CU2405
2023-12-13,67700.0,67870.0,67380.0,67400.0,1253,8744,67590.0,CU2405
2023-12-14,67350.0,68000.0,67320.0,67890.0,1940,9199,67680.0,CU2405
2023-12-15,68400.0,68510.0,68170.0,68310.0,2037,9657,68340.0,CU2405
2023-12-18,68320.0,68460.0,68000.0,68370.0,1631,9723,68270.0,CU2405
2023-12-19,68280.0,68330.0,68100.0,68230.0,766,9783,68210.0,CU2405
2023-12-20,68430.0,69000.0,68420.0,68730.0,2697,10733,68680.0,CU2405
2023-12-21,68660.0,68890.0,68480.0,68880.0,1359,10849,68710.0,CU2405
2023-12-22,68660.0,69230.0,68660.0,68990.0,4015,12781,69030.0,CU2405
2023-12-25,68900.0,69190.0,68900.0,69010.0,1802,13480,69040.0,CU2405
2023-12-26,69080.0,69290.0,68960.0,69250.0,1860,14265,69140.0,CU2405
2023-12-27,69210.0,69340.0,68920.0,69210.0,2584,15378,69140.0,CU2405
2023-12-28,69240.0,69800.0,69190.0,69260.0,3947,16183,69460.0,CU2405
2023-12-29,69010.0,69120.0,68780.0,68820.0,3097,16782,68920.0,CU2405
2024-01-02,68700.0,69000.0,68600.0,68910.0,1576,17132,68800.0,CU2405
2024-01-03,68610.0,68800.0,68470.0,68630.0,3354,18159,68580.0,CU2405
2024-01-04,68410.0,68700.0,68240.0,68480.0,4778,20203,68440.0,CU2405
2024-01-05,68280.0,68570.0,68160.0,68400.0,3680,20654,68370.0,CU2405
2024-01-08,68230.0,68570.0,68080.0,68230.0,5960,21779,68250.0,CU2405
